50
1675098583
70.24,0
75.78,0
58.85,0
72.39,0
61.31,0
62.54,0
73.63,0
77.01,0
69.62,0
72.70,0
84.71,0
67.47,0
74.24,0
61.31,1
57.31,1
58.23,1
57.92,1
63.16,1
77.63,1
155.22,1
63.16,1
77.01,1
73.63,1
68.08,1
73.93,1
66.54,1
157.07,1
147.52,1
73.32,1
83.17,1
79.17,1
82.86,1
64.08,2
70.24,2
74.55,2
99.49,2
61.00,2
70.24,2
59.77,2
63.47,2
67.47,2
54.54,2
73.01,2
73.01,2
65.31,2
81.02,2
67.78,2
72.70,2
58.23,2
62.23,2
56.69,2
76.09,2
54.84,3
71.16,3
63.47,3
71.16,3
68.08,3
63.16,3
70.86,3
75.17,3
140.75,3
135.20,3
154.91,3
130.28,3
143.52,3
117.66,3
89.64,3
81.32,3
82.25,3
81.32,3
71.78,3
53.61,3
123.51,4
58.23,4
77.32,4
63.47,4
76.09,4
67.47,4
67.47,4
61.62,4
63.16,4
77.63,4
72.09,4
66.54,4
66.24,4
70.24,4
62.23,4
73.01,4
66.24,4
62.85,4
60.69,4
55.46,4
78.86,5
78.55,5
67.78,5
73.01,5
65.93,5
62.23,5
61.62,5
63.47,5
57.92,5
69.62,5
71.47,5
73.01,5
78.86,5
69.01,5
66.54,5
73.01,5
73.01,5
55.15,5
64.08,5
63.16,5
66.85,6
71.16,6
55.15,6
77.94,6
58.54,6
73.01,6
59.77,6
68.39,6
73.01,6
73.01,6
82.86,6
82.56,6
63.16,6
103.18,6
66.24,6
77.63,6
80.09,6
77.01,6
63.16,6
89.94,6
68.08,7
77.94,7
66.54,7
73.93,7
67.47,7
82.25,7
65.31,7
165.07,7
140.13,7
151.83,7
132.13,7
146.90,7
137.67,7
144.75,7
141.98,7
136.74,7
132.74,7
135.20,7
125.97,7
134.59,7
134.28,8
113.96,8
118.89,8
72.70,8
46.53,8
53.31,8
46.22,8
69.62,8
61.00,8
61.93,8
40.37,8
50.23,8
57.62,8
47.46,8
48.38,8
61.00,8
68.39,8
43.76,8
45.30,8
67.16,9
61.31,9
62.54,9
40.07,9
40.68,9
53.00,9
58.23,9
67.78,9
62.85,9
54.84,9
49.30,9
71.47,9
55.15,9
64.70,9
120.12,9
69.01,9
61.62,9
55.46,9
52.38,9
44.07,9
43.45,10
53.31,10
48.38,10
43.45,10
39.45,10
51.46,10
36.99,10
32.68,10
61.62,10
48.69,10
43.45,10
47.46,10
73.32,10
55.46,10
61.31,10
80.09,10
92.41,10
67.47,10
71.47,10
65.31,10
73.32,11
57.62,11
71.78,11
63.16,11
93.02,11
67.47,11
83.17,11
53.00,11
77.01,11
54.84,11
64.70,11
61.31,11
66.85,11
56.38,11
66.85,11
58.54,11
73.01,11
71.47,11
63.16,11
71.47,12
56.69,12
73.93,12
61.31,12
68.08,12
56.38,12
69.62,12
63.16,12
72.09,12
69.32,12
63.16,12
65.01,12
71.16,12
82.86,12
62.85,12
71.78,12
73.01,12
72.09,12
76.71,12
61.31,12
70.86,13
59.16,13
88.10,13
70.24,13
77.63,13
58.54,13
68.70,13
63.47,13
68.70,13
73.93,13
73.93,13
66.54,13
73.01,13
63.47,13
74.55,13
83.17,13
74.55,13
82.86,13
62.23,13
73.63,13
66.24,14
61.62,14
73.93,14
60.08,14
73.93,14
80.09,14
75.17,14
71.16,14
66.85,14
66.24,14
54.23,14
71.47,14
57.31,14
91.48,14
59.77,14
83.48,14
73.01,14
69.93,14
75.78,14
74.55,15
78.55,15
73.32,15
73.32,15
60.08,15
67.16,15
62.54,15
61.00,15
68.08,15
67.47,15
77.94,15
74.24,15
83.48,15
59.46,15
73.63,15
66.85,15
73.01,15
71.16,15
73.01,15
70.24,15
73.32,16
78.55,16
71.16,16
68.39,16
95.18,16
76.09,16
58.23,16
73.01,16
53.92,16
68.08,16
57.31,16
80.09,16
67.47,16
73.01,16
68.70,16
67.78,16
84.09,16
77.94,16
69.93,16
77.63,17
69.32,17
71.47,17
58.23,17
78.24,17
61.00,17
83.79,17
58.85,17
72.70,17
66.24,17
63.47,17
63.77,17
66.24,17
79.48,17
72.70,17
73.01,17
74.24,17
53.92,17
69.32,17
77.01,17
77.94,18
71.78,18
78.24,18
73.63,18
69.01,18
73.63,18
62.85,18
69.93,18
72.39,18
73.32,18
69.01,18
71.47,18
76.71,18
73.01,18
73.01,18
73.93,18
63.16,18
74.55,18
59.77,18
83.48,18
72.09,19
77.94,19
74.24,19
73.01,19
70.24,19
75.17,19
77.32,19
60.08,19
75.78,19
55.46,19
62.23,19
74.55,19
68.08,19
82.86,19
72.09,19
73.93,19
77.32,19
76.40,19
84.71,19
73.01,20
82.86,20
63.16,20
65.93,20
123.81,20
144.13,20
142.90,20
143.83,20
139.21,20
140.75,20
127.20,20
68.39,20
65.01,20
81.32,20
63.16,20
74.24,20
65.31,20
78.24,20
67.47,20
69.32,20
69.32,21
67.16,21
73.32,21
65.93,21
72.39,21
75.17,21
60.39,21
69.01,21
54.23,21
77.32,21
70.55,21
71.47,21
82.25,21
74.24,21
59.16,21
56.69,21
63.16,21
53.31,21
71.16,21
73.93,22
75.17,22
81.02,22
63.16,22
75.17,22
56.69,22
80.71,22
73.01,22
71.16,22
93.64,22
68.70,22
65.31,22
65.62,22
69.93,22
65.01,22
78.24,22
74.55,22
58.54,22
52.38,22
48.07,22
58.54,23
77.94,23
52.69,23
57.62,23
67.78,23
63.16,23
72.09,23
67.78,23
53.92,23
51.77,23
61.62,23
53.00,23
74.55,23
66.85,23
53.00,23
49.30,23
57.62,23
56.08,23
33.60,23
49.30,23
30.52,24
77.63,24
64.08,24
53.31,24
51.46,24
44.68,24
43.45,24
31.75,24
52.07,24
35.76,24
46.22,24
64.08,24
53.00,24
67.16,24
44.99,24
53.31,24
43.45,24
52.38,24
100.41,24
42.84,25
43.76,25
46.84,25
36.99,25
48.07,25
67.78,25
63.16,25
54.84,25
50.53,25
57.92,25
58.23,25
62.85,25
45.61,25
44.38,25
33.60,25
101.03,25
73.01,25
69.62,25
88.41,25
65.01,25
76.40,26
58.54,26
63.16,26
68.08,26
56.38,26
58.85,26
76.40,26
76.09,26
63.16,26
90.25,26
59.16,26
72.09,26
63.77,26
66.54,26
73.01,26
53.31,26
69.62,26
58.23,26
63.47,26
63.16,27
67.78,27
58.23,27
71.47,27
72.70,27
58.23,27
73.01,27
58.54,27
68.08,27
71.47,27
53.92,27
69.01,27
66.24,27
69.93,27
81.02,27
67.47,27
78.86,27
64.08,27
73.01,27
73.01,27
67.16,28
68.70,28
82.86,28
60.39,28
72.09,28
93.33,28
73.32,28
63.16,28
62.85,28
62.85,28
72.39,28
57.31,28
72.09,28
55.46,28
67.47,28
66.24,28
67.16,28
85.63,28
77.94,28
69.01,28
77.32,29
73.01,29
63.16,29
69.62,29
61.62,29
51.46,29
64.70,29
53.00,29
78.55,29
71.47,29
67.78,29
63.16,29
52.38,29
64.39,29
60.39,29
57.62,29
63.16,29
61.31,29
71.47,29
53.31,30
75.47,30
73.32,30
70.86,30
80.09,30
67.78,30
67.16,30
61.62,30
56.38,30
60.08,30
63.47,30
